xgb_p_healthy,xgb_p_bleached
0.93240666,0.06759338
0.77303255,0.22696748
0.97425437,0.025745614
0.97425437,0.025745614
0.80990833,0.19009161
0.80990833,0.19009161
0.80376136,0.19623865
0.80376136,0.19623865
0.80376136,0.19623865
0.9264622,0.073537886
0.9365438,0.06345614
0.9264622,0.073537886
0.9365438,0.06345614
0.8399166,0.1600834
0.8399166,0.1600834
0.96696514,0.03303483
0.96696514,0.03303483
0.9459757,0.054024264
0.9459757,0.054024264
0.6011964,0.3988036
0.9797814,0.020218564
0.877458,0.122542046
0.7449705,0.25502947
0.9847616,0.0152383875
0.84895164,0.15104836
0.84183586,0.15816411
0.96444404,0.035555936
0.7335116,0.26648837
0.43363336,0.5663666
0.80323786,0.19676219
0.64727026,0.35272974
0.8733994,0.12660065
0.65826315,0.34173685
0.7452013,0.2547987
0.7715816,0.22841844
0.64208025,0.35791975
0.8437629,0.1562371
0.6096627,0.39033732
0.7309582,0.26904175
0.8039058,0.19609423
0.85251236,0.14748771
0.80604976,0.19395022
0.78441817,0.21558183
0.92088515,0.07911486
0.75163025,0.24836972
0.8583279,0.14167202
0.95445865,0.045541387
0.95303625,0.04696371
0.97880596,0.021194011
0.978909,0.021090975
0.958969,0.04103105
0.52084714,0.47915286
0.89271915,0.10728087
0.8842315,0.11576849
0.9295973,0.0704027
0.8422858,0.15771419
0.7191029,0.28089708
0.82370776,0.17629224
0.75421053,0.24578947
0.90296423,0.09703577
0.9120348,0.08796513
0.8923906,0.10760942
0.93423724,0.06576277
0.65145606,0.34854394
0.9124814,0.08751854
0.8792847,0.12071534
0.9097563,0.09024373
0.810486,0.18951398
0.95057374,0.049426284
0.9200567,0.079943284
0.4183754,0.58162457
0.7934938,0.20650621
0.7937869,0.20621312
0.84868956,0.1513104
0.8418075,0.15819256
0.9329664,0.067033544
0.88555,0.11445004
0.8483388,0.15166123
0.901801,0.09819901
0.849401,0.15059899
0.9338428,0.06615726
0.9343457,0.065654285
0.93672246,0.063277535
0.50907725,0.49092272
0.8971303,0.10286965
0.9240518,0.07594819
0.7013923,0.29860777
0.83474576,0.16525422
0.8719839,0.12801611
0.8843662,0.115633756
0.8878525,0.11214749
0.9438768,0.056123197
0.94864213,0.051357895
0.92016006,0.07983993
